108
#comment initial random config
C 12.327605253250484 6.339896348312145 13.596488704510387
C 5.4517740698630375 6.125417467405121 17.946437252541628
C 10.81028779422315 12.516824097594025 3.7080061739151424
C 2.5922669387655515 16.95831014488509 3.8724376727133345
C 16.023880123793113 5.1520863990425045 4.383955416098679
C 4.3681878936753735 0.048390586123854336 10.282169672685201
C 5.492830954475909 13.689044632583455 11.63596544165048
C 14.641494401719255 3.5650226198551724 10.361427359905234
C 10.838489871740867 7.433416870165613 8.761810124309694
C 7.9136928662793755 2.209914165599494 13.78149673040615
C 1.9121803595012083 4.648092209772146 8.41450236818753
C 1.3159428898739827 9.367991931912375 13.19231517642484
C 13.137452807391368 1.3135837445943683 5.076671939038525
C 12.642190273768488 5.852437241583957 17.353437737800405
C 8.407027173207478 14.1305378780665 15.789216305788662
C 15.952328486421383 6.667434162916975 14.235476894103655
C 8.95743542049608 8.299743023140351 4.487374216301595
C 5.271441327532958 12.932026747105676 17.779371040716807
C 4.382183600491525 1.4750425774742246 5.915360960401948
C 2.7656863836723744 2.5395490122797564 15.056610135334621
C 6.68986547008518 7.197616141038394 7.95309456226079
C 5.49858751351389 8.490019298709475 2.8683549935767054
C 1.006763455019752 18.08539217153287 8.75677814529812
C 4.842067898934271 2.464048576373767 0.9653193698922361
C 17.51496281330273 0.8059528762730526 2.958921874481128
C 12.900099099661706 7.727307607125107 2.561064297091694
C 15.399650896366781 11.94117941774846 7.155498671923304
C 2.4319840188527673 15.135906194040263 17.220525234842064
C 11.154126772780623 13.095106302527332 7.392585219904721
C 0.057499158869393184 17.948503068072682 17.457040303068435
C 8.57303161996555 10.389782806467293 8.554060251450222
C 13.763927802995003 9.152588066144295 15.941476020670269
C 13.86063666452257 0.7679423268348834 16.40913138874492
C 5.784284138940386 16.107020736381298 6.531323376876358
C 15.301137672748684 14.046667329221211 17.292879076629433
C 9.304882828629434 16.790574032150992 10.732313735682528
C 11.594775740354546 12.18710147387051 15.692444595764554
C 17.27672000535627 7.630101781050523 0.5788789585942977
C 0.34012529400742364 12.222756386092572 0.13082840500011186
C 10.509446261246596 1.6173724730734396 2.5549262773577843
C 4.857773828212755 17.77959835273618 16.390760068992098
C 12.907250877410918 11.08456823884931 0.9976006618322928
C 4.389310037220944 8.332240513703244 15.046090442829202
C 12.38532365525395 12.015222477632157 12.038472346958336
C 10.735023775618352 2.8180458716507264 16.221506344107233
C 3.6020973785252974 5.647427880913108 11.502871224091779
C 12.691823835624213 17.62628444706173 11.892077478699603
C 0.21888689749230567 14.40553802320972 10.766478023993836
C 1.4844800839496721 11.76057672441171 5.564461009767203
C 12.23534657722939 16.495319571206256 8.461052271554486
C 9.090580319347078 2.279745541263557 9.65384544149331
C 9.649284578147588 9.204741514597599 14.757243398952939
C 15.867470447703461 1.571867198044289 7.506735436421551
C 8.817293444949264 6.490602961037954 12.353617063147928
C 10.463170257127521 15.033186302619084 0.9744543391362525
C 8.780476658521925 17.157785016684546 4.695536880255802
